,tweet_id,tweeted_date,favorite_count,retweet_count,text,hashtags,if_user_verified
263,670782429121134593,Sun Nov 29 01:52:48 +0000 2015,1350,661,"This dude slaps your girl's ass what do you do?
5/10 https://t.co/6dioUL6gcP",[],True
264,670783437142401025,Sun Nov 29 01:56:48 +0000 2015,726,331,Flamboyant pup here. Probably poisonous. Won't eat kibble. Doesn't bark. Slow af. Petting doesn't look fun. 1/10 https://t.co/jxukeh2BeO,[],True
265,670786190031921152,Sun Nov 29 02:07:44 +0000 2015,530,171,This is Creg. You offered him a ride to work but you're late and you just missed his exit. 8/10 https://t.co/3r7wznfuoa,[],True
266,670789397210615808,Sun Nov 29 02:20:29 +0000 2015,585,210,Two obedient dogs here. Left one has extra leg sticking out of its back. They each get 9/10. Would pet both at once https://t.co/RGcNPsmAfY,[],True
267,670792680469889025,Sun Nov 29 02:33:32 +0000 2015,734,238,This is Antony. He's a Sheraton Tetrahedron. Skips awkwardly. Doesn't look when he crosses the road (reckless). 7/10 https://t.co/gTy4WMXu8l,[],True
268,670797304698376195,Sun Nov 29 02:51:54 +0000 2015,661,203,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 https://t.co/yqohZK4CL0,[],True
269,670803562457407488,Sun Nov 29 03:16:46 +0000 2015,304,78,I would do radical things in the name of Dog God. I'd believe every word in that book. 10/10 https://t.co/9ZuGAmLZDR,[],True
270,670804601705242624,Sun Nov 29 03:20:54 +0000 2015,1743,821,Meet Mason. He's a total frat boy. Pretends to be Hawaiian. Head is unbelievably round. 10/10 would pet so damn well https://t.co/DM3ZP3AA7b,[],True
271,670807719151067136,Sun Nov 29 03:33:17 +0000 2015,1051,428,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents https://t.co/idzH8JH06g",[],True
272,670811965569282048,Sun Nov 29 03:50:10 +0000 2015,984,231,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup https://t.co/eYP9i9gfYn,[],True
273,670815497391357952,Sun Nov 29 04:04:12 +0000 2015,2791,1322,This is Sage. He likes to burn shit. 10/10 https://t.co/nLYruSMRe6,[],True
274,670822709593571328,Sun Nov 29 04:32:51 +0000 2015,545,83,Can't do better than this lol. 10/10 for the owner https://t.co/yrqGyMZhW6,[],True
275,670823764196741120,Sun Nov 29 04:37:03 +0000 2015,677,162,This is Remington. He's a man dime. 12/10 https://t.co/m3ufSDwHHJ,[],True
276,670826280409919488,Sun Nov 29 04:47:03 +0000 2015,4876,3516,"Scary dog here. Too many legs. Extra tail. Not soft, let alone fluffy. Won't bark. Moves sideways. Has weapon. 2/10 https://t.co/XOPXCSXiUT",[],True
277,670832455012716544,Sun Nov 29 05:11:35 +0000 2015,647,184,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy https://t.co/Hj2HtxpcSx,[],True
278,670833812859932673,Sun Nov 29 05:16:59 +0000 2015,382,109,This is Jett. He is unimpressed by flower. 7/10 https://t.co/459qWNnV3F,[],True
279,670838202509447168,Sun Nov 29 05:34:25 +0000 2015,984,599,Pink dogs here. Unreasonably long necks. Left guy has only 1 leg. Quite nimble. Don't bark tho 4/10s would still pet https://t.co/QY5uvMmmQk,[],True
280,670840546554966016,Sun Nov 29 05:43:44 +0000 2015,524,166,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup https://t.co/jBnz3MjTzX,[],True
281,670842764863651840,Sun Nov 29 05:52:33 +0000 2015,22100,7580,"After so many requests... here you go.

Good dogg. 420/10 https://t.co/yfAAo1gdeY",[],True
282,670995969505435648,Sun Nov 29 16:01:20 +0000 2015,970,244,Yea I can't handle this job anymore your dogs are too adorable. 12/10 https://t.co/N9W5L7BLTm,[],True
283,671109016219725825,Sun Nov 29 23:30:32 +0000 2015,1005,378,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby https://t.co/sYi2G0he4H,[],True
284,671115716440031232,Sun Nov 29 23:57:10 +0000 2015,1216,674,"Meet Phred. He isn't steering, looking at the road, or wearing a seatbelt. Phred is a rolling tornado of danger 6/10 https://t.co/mZD7Bo7HfV",[],True
285,671122204919246848,Mon Nov 30 00:22:57 +0000 2015,3091,2189,Two miniature golden retrievers here. Webbed paws. Don't walk very efficiently. Can't catch a tennis ball. 4/10s https://t.co/WzVLdSHJU7,[],True
286,671134062904504320,Mon Nov 30 01:10:04 +0000 2015,655,163,Say hello to Clarence. He's a western Alkaline Pita. Very proud of himself for dismembering his stuffed dog pal 8/10 https://t.co/BHxr9O7wJY,[],True
287,671138694582165504,Mon Nov 30 01:28:28 +0000 2015,823,344,Me running from commitment. 10/10 https://t.co/ycVJyFFkES,[],True
288,671141549288370177,Mon Nov 30 01:39:49 +0000 2015,1025,572,Neat pup here. Enjoys lettuce. Long af ears. Short lil legs. Hops surprisingly high for dog. 9/10 still very petable https://t.co/HYR611wiA4,[],True
289,671147085991960577,Mon Nov 30 02:01:49 +0000 2015,586,192,This is a Helvetica Listerine named Rufus. This time Rufus will be ready for the UPS guy. He'll never expect it 9/10 https://t.co/34OhVhMkVr,[],True
290,671151324042559489,Mon Nov 30 02:18:39 +0000 2015,587,128,*struggling to breathe properly* 12/10 https://t.co/NKHx0pcOii,[],True
291,671154572044468225,Mon Nov 30 02:31:34 +0000 2015,625,186,Meet Holly. She's trying to teach small human-like pup about blocks but he's not paying attention smh. 11/10 &amp; 8/10 https://t.co/RcksaUrGNu,[],True
292,671159727754231808,Mon Nov 30 02:52:03 +0000 2015,314,69,This is Anthony. He just finished up his masters at Harvard. Unprofessional tattoos. Always looks perturbed. 5/10 https://t.co/iHLo9rGay1,[],True
293,671163268581498880,Mon Nov 30 03:06:07 +0000 2015,1463,968,Pack of horned dogs here. Very team-oriented bunch. All have weird laughs. Bond between them strong. 8/10 for all https://t.co/U7DQQdZ0mX,[],True
294,671166507850801152,Mon Nov 30 03:18:59 +0000 2015,783,302,This is Herm. It's his first day of potty training. He's doing great. You got this Herm. 10/10 stellar pup https://t.co/gFl60yFJ0w,[],True
295,671182547775299584,Mon Nov 30 04:22:44 +0000 2015,980,284,This pup holds the secrets of the universe in his left eye. 12/10 https://t.co/F7xwE0wmnu,[],True
296,671186162933985280,Mon Nov 30 04:37:05 +0000 2015,642,176,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 https://t.co/96tMaWyoWt,[],True
297,671347597085433856,Mon Nov 30 15:18:34 +0000 2015,835,371,This is Lola. She was not fully prepared for the water slide. 9/10 https://t.co/svlkUlg3NH,[],True
298,671355857343524864,Mon Nov 30 15:51:24 +0000 2015,421,105,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly https://t.co/FoCULrC3rD,[],True
299,671357843010908160,Mon Nov 30 15:59:17 +0000 2015,351,133,Tfw she says hello from the other side. 9/10 https://t.co/lS1TIDagIb,[],True
300,671362598324076544,Mon Nov 30 16:18:11 +0000 2015,980,258,This is Tanner. He accidentally dropped all his hard-earned Kohl's cash in the tub. 11/10 https://t.co/onC3uMpFF2,[],True
301,671390180817915904,Mon Nov 30 18:07:47 +0000 2015,1281,654,Striped dog here. Having fun playing on back. Sturdy paws. Looks like an organized Dalmatian. 7/10 would still pet https://t.co/U1mSS3Ykez,[],True
302,671485057807351808,Tue Dec 01 00:24:48 +0000 2015,679,196,Meet Penelope. She is a white Macadamias Duodenum. Very excited about wall. Lives on Frosted Flakes. 11/10 good pup https://t.co/CqcRagJlyS,[],True
303,671486386088865792,Tue Dec 01 00:30:04 +0000 2015,512,173,This is Malcolm. He just saw a spider. 10/10 https://t.co/ympkwF65Dx,[],True
304,671488513339211776,Tue Dec 01 00:38:31 +0000 2015,886,415,This is Julius. He's a cool dog. Carries seashell everywhere. Rad segmented legs. Currently attacking castle. 8/10 https://t.co/CwUK5AIgeD,[],True
305,671497587707535361,Tue Dec 01 01:14:35 +0000 2015,828,391,This is Pip. He is a ship captain. Many years of experience sailing the treacherous open sea. 11/10 https://t.co/EY1uZJUGYJ,[],True
306,671504605491109889,Tue Dec 01 01:42:28 +0000 2015,6247,3132,This is Charlie. He was just informed that dogs can't be Jedi. 11/10 https://t.co/mGW5c50mPA,[],True
307,671511350426865664,Tue Dec 01 02:09:16 +0000 2015,1429,606,Say hello to Hammond. He's just a wee lil pup. Jumps around a shit ton. 8/10 overall very good dog https://t.co/OgDF2ES3Q9,[],True
308,671518598289059840,Tue Dec 01 02:38:04 +0000 2015,831,253,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers https://t.co/nLQoltwEZ7,[],True
309,671520732782923777,Tue Dec 01 02:46:33 +0000 2015,1223,454,Meet Alejandro. He's an extremely seductive pup. 10/10 https://t.co/C7dPcCUNpF,[],True
310,671528761649688577,Tue Dec 01 03:18:27 +0000 2015,740,217,Meet Jax. He's in the middle of a serious conversation and is trying unbelievably hard not to laugh. 10/10 https://t.co/HwiLcDPaCi,[],True
311,671533943490011136,Tue Dec 01 03:39:03 +0000 2015,899,497,Super rare dog here. Spiffy mohawk. Sharp mouth. Shits eggs. Cool chariot wheel in background. 6/10 v confident pup https://t.co/pcx8jm1J1K,[],True
312,671536543010570240,Tue Dec 01 03:49:23 +0000 2015,1037,344,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy https://t.co/1U5Ro5FA4c,[],True
313,671538301157904385,Tue Dec 01 03:56:22 +0000 2015,836,336,This is Baxter. He's very calm. Hasn't eaten in weeks tho. Not good at fetch. Never blinks. 8/10 would still pet https://t.co/fUuiyu2QTD,[],True
314,671542985629241344,Tue Dec 01 04:14:59 +0000 2015,965,487,"This is JD (stands for ""just dog""). He's like Airbud but with trading card games instead of sports. 10/10 much skill https://t.co/zzueJV9jCF",[],True
315,671544874165002241,Tue Dec 01 04:22:29 +0000 2015,1733,890,Interesting dog here. Very large. Purple. Manifests rainbows. Perfect teeth. No ears. Surprisingly knowledgable 6/10 https://t.co/QVaEMsB9tS,[],True
316,671547767500775424,Tue Dec 01 04:33:59 +0000 2015,1206,499,This is Marley. She chews shoes then feels extremely guilty about it and refuses to look at them. 10/10 https://t.co/f99MV0htAV,[],True
317,671550332464455680,Tue Dec 01 04:44:10 +0000 2015,811,183,After 22 minutes of careful deliberation this dog is being demoted to a 1/10. The longer you look at him the more terrifying he becomes,[],True
318,671561002136281088,Tue Dec 01 05:26:34 +0000 2015,11400,6325,This is the best thing I've ever seen so spread it like wildfire &amp; maybe we'll find the genius who created it. 13/10 https://t.co/q6RsuOVYwU,[],True
319,671729906628341761,Tue Dec 01 16:37:44 +0000 2015,7500,3808,I'm just going to leave this one here as well. 13/10 https://t.co/DaD5SyajWt,[],True
320,671735591348891648,Tue Dec 01 17:00:19 +0000 2015,1287,657,This is Oscar. He's ready for Christmas. 11/10 https://t.co/TON0Irzgwr,[],True
321,671743150407421952,Tue Dec 01 17:30:22 +0000 2015,675,202,This is a Tuscaloosa Alcatraz named Jacob (Yacōb). Loves to sit in swing. Stellar tongue. 11/10 look at his feet https://t.co/2IslQ8ZSc7,[],True
322,671744970634719232,Tue Dec 01 17:37:36 +0000 2015,1211,667,Very fit horned dog here. Looks powerful. Not phased by wind. Great beard. Big enough to ride? 6/10 would cuddle https://t.co/wwwYO9C9kl,[],True
323,671763349865160704,Tue Dec 01 18:50:38 +0000 2015,1495,776,Say hello to Mark. He's a good dog. Always ready to go for a walk. Excellent posture. 9/10 keep it up Mark https://t.co/m9NleZ1i80,[],True
324,671768281401958400,Tue Dec 01 19:10:13 +0000 2015,1049,435,When you try to recreate the scene from Lady &amp; The Tramp but then remember you don't have a significant other. 10/10 https://t.co/TASnD8Q08S,[],True
325,671789708968640512,Tue Dec 01 20:35:22 +0000 2015,6331,3006,This is space pup. He's very confused. Tries to moonwalk at one point. Super spiffy uniform. 13/10 I love space pup https://t.co/SfPQ2KeLdq,[],True
326,671855973984772097,Wed Dec 02 00:58:41 +0000 2015,794,374,Remarkable dog here. Walks on back legs really well. Looks extra soft. 8/10 would cuddle with https://t.co/gpWLdbposg,[],True
327,671866342182637568,Wed Dec 02 01:39:53 +0000 2015,999,420,Meet Dylan. He can use a fork but clearly can't put on a sweatshirt correctly. Looks like a disgruntled teen. 10/10 https://t.co/FWJQ1zQLiI,[],True
328,671874878652489728,Wed Dec 02 02:13:48 +0000 2015,1108,479,This is Mia. She was specifically told not get on top of the hutch or play in the fridge. 10/10 what a rebel https://t.co/3J7wkwW4FG,[],True
329,671879137494245376,Wed Dec 02 02:30:43 +0000 2015,1248,575,This is Brad. He's a chubby lil pup. Doesn't really need the food he's trying to reach. 5/10 you've had enough Brad https://t.co/vPXKSaNsbE,[],True
330,671882082306625538,Wed Dec 02 02:42:26 +0000 2015,3115,1215,This is Batdog. He's sleeping now but when he wakes up he'll fight crime and such. Great tongue. 11/10 for Batdog https://t.co/Clg16EVy9O,[],True
331,671891728106971137,Wed Dec 02 03:20:45 +0000 2015,1175,484,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. 11/10 buckle up pup https://t.co/dzZYx2NByW,[],True
332,671896809300709376,Wed Dec 02 03:40:57 +0000 2015,7628,3679,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,[],True
333,672068090318987265,Wed Dec 02 15:01:33 +0000 2015,1141,441,Say hello to Gizmo. He's upset because he's not sure if he's really big or the shopping cart is really small. 7/10 https://t.co/XkMtCGhr4a,[],True
334,672082170312290304,Wed Dec 02 15:57:30 +0000 2015,840,319,This is Patch. He wants to be a Christmas tree. 11/10 https://t.co/WTJtf9O8Jg,[],True
335,672095186491711488,Wed Dec 02 16:49:14 +0000 2015,878,328,This is Tuco. That's the toast that killed his father. 9/10 https://t.co/ujnWy26RMe,[],True
336,672125275208069120,Wed Dec 02 18:48:47 +0000 2015,2120,993,This is just impressive I have nothing else to say. 11/10 https://t.co/LquQZiZjJP,[],True
337,672139350159835138,Wed Dec 02 19:44:43 +0000 2015,1548,597,This pup has a heart on its ass and that is downright legendary. 12/10 https://t.co/0OI927mmNJ,[],True
338,672160042234327040,Wed Dec 02 21:06:56 +0000 2015,765,304,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper https://t.co/aNkkl5nH3W,[],True
339,672169685991993344,Wed Dec 02 21:45:16 +0000 2015,908,320,This is Bradley. That is his sandwich. He carries it everywhere. 10/10 https://t.co/AjBkGTyCeO,[],True
340,672205392827572224,Thu Dec 03 00:07:09 +0000 2015,1992,1010,This is Opal. He's a Royal John Coctostan. Ready for transport. Basically indestructible. 9/10 good pupper https://t.co/yRBQF9OS7D,[],True
341,672222792075620352,Thu Dec 03 01:16:17 +0000 2015,703,176,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. 9/10 https://t.co/EW4MsOrF5O,[],True
342,672231046314901505,Thu Dec 03 01:49:05 +0000 2015,1624,876,Exotic underwater dog here. Very shy. Wont return tennis balls I toss him. Never been petted. 5/10 I bet he's soft https://t.co/WH7Nzc5IBA,[],True
343,672239279297454080,Thu Dec 03 02:21:48 +0000 2015,806,276,This is Ridley. He doesn't know how to couch. 7/10 https://t.co/UHJE0UgMf7,[],True
344,672245253877968896,Thu Dec 03 02:45:32 +0000 2015,607,132,Meet Snickers. He's adorable. Also comes in t-shirt mode. 12/10 I would aggressively caress Snickers https://t.co/aCRKDaFmVr,[],True
345,672248013293752320,Thu Dec 03 02:56:30 +0000 2015,1532,524,10/10 for dog. 7/10 for cat. 12/10 for human. Much skill. Would pet all https://t.co/uhx5gfpx5k,[],True
346,672254177670729728,Thu Dec 03 03:21:00 +0000 2015,1277,652,This is Rolf. He's having the time of his life. 11/10 good pupper https://t.co/OO6MqEbqG3,[],True
347,672256522047614977,Thu Dec 03 03:30:19 +0000 2015,2514,1329,Mighty rare dogs here. Long smooth necks. Great knees. Travel in squads. 1 out of every 14 is massive. 8/10 for all https://t.co/PoMKKnKpRd,[],True
348,672264251789176834,Thu Dec 03 04:01:02 +0000 2015,1012,287,This is Kreg. He has the eyes of a tyrannical dictator. Will not rest until household is his. 10/10 https://t.co/TUeuaOmunV,[],True
349,672267570918129665,Thu Dec 03 04:14:13 +0000 2015,1318,538,When you accidentally open up the front facing camera. 10/10 https://t.co/jDXxZARQIZ,[],True
350,672272411274932228,Thu Dec 03 04:33:27 +0000 2015,5730,2938,This is Pippin. He is terrified of his new little yellow giraffe. 11/10 https://t.co/ZICNl6tIr5,[],True
351,672466075045466113,Thu Dec 03 17:23:00 +0000 2015,1191,448,This is Franq and Pablo. They're working hard getting ready for Christmas. 12/10 for both. Amazing pups https://t.co/8lKFBOQ2J5,[],True
352,672475084225949696,Thu Dec 03 17:58:48 +0000 2015,1299,608,This is Buddy. He's photogenic af. Loves to sexily exit pond. Very striped. Comes with shield. 8/10 would pet well https://t.co/mYhQvAdV4f,[],True
353,672481316919734272,Thu Dec 03 18:23:34 +0000 2015,640,110,Say hello to Jazz. She should be on the cover of Vogue. 12/10 gorgeous pupper https://t.co/mVCMemhXAP,[],True
354,672482722825261057,Thu Dec 03 18:29:09 +0000 2015,992,519,This is light saber pup. Ready to fight off evil with light saber. 10/10 true hero https://t.co/LPPa3btIIt,[],True
355,672488522314567680,Thu Dec 03 18:52:12 +0000 2015,989,373,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie https://t.co/rVfi6CCidK",[],True
356,672523490734551040,Thu Dec 03 21:11:09 +0000 2015,553,146,When she says she'll be ready in a minute but you've been waiting in the car for almost an hour. 10/10 https://t.co/EH0N3dFKUi,[],True
357,672538107540070400,Thu Dec 03 22:09:14 +0000 2015,901,318,Meet Darby. He's a Fiscal Tutankhamen Waxbeard. Really likes steak. 7/10 https://t.co/rSndxTL0Ap,[],True
358,672591271085670400,Fri Dec 04 01:40:29 +0000 2015,642,157,Lots of pups here. All are Judea Hazelnuts. Exceptionally portable. 8/10 for all https://t.co/Pa8EmpDCuI,[],True
359,672591762242805761,Fri Dec 04 01:42:26 +0000 2015,846,286,This is Taz. He boxes leaves. 10/10 https://t.co/bWQ0iIcP0w,[],True
360,672594978741354496,Fri Dec 04 01:55:13 +0000 2015,1181,531,Meet Scott. Just trying to catch his train to work. Doesn't need everybody staring. 9/10 ignore the haters pupper https://t.co/jyXbZ35MYz,[],True
361,672604026190569472,Fri Dec 04 02:31:10 +0000 2015,973,337,This is a baby Rand Paul. Curls for days. 11/10 would cuddle the hell out of https://t.co/xHXNaPAYRe,[],True
362,672609152938721280,Fri Dec 04 02:51:33 +0000 2015,972,338,This is Caryl. Likes to get in the microwave. 9/10 damn it Caryl https://t.co/YAVwvNaois,[],True
363,672614745925664768,Fri Dec 04 03:13:46 +0000 2015,1091,512,This is Norman. Doesn't bark much. Very docile pup. Up to date on current events. Overall nifty pupper. 6/10 https://t.co/ntxsR98f3U,[],True
364,672622327801233409,Fri Dec 04 03:43:54 +0000 2015,1151,423,This lil pupper is sad because we haven't found Kony yet. RT to spread awareness. 12/10 would pet firmly https://t.co/Cv7dRdcMvQ,[],True
365,672640509974827008,Fri Dec 04 04:56:09 +0000 2015,875,272,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down https://t.co/uNrmYDUa9M,[],True
366,672828477930868736,Fri Dec 04 17:23:04 +0000 2015,1110,419,This is Jerry. He's a Timbuk Slytherin. Eats his pizza from the side first. Crushed that cup with his bare paws 9/10 https://t.co/fvxHL6cRRs,[],True
367,672834301050937345,Fri Dec 04 17:46:12 +0000 2015,1158,504,"This is Ed. He's not mad, just disappointed. 10/10 https://t.co/BIljU0zhLN",[],True
368,672877615439593473,Fri Dec 04 20:38:19 +0000 2015,909,303,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar https://t.co/dJHI7uC2y3,[],True
369,672884426393653248,Fri Dec 04 21:05:23 +0000 2015,1371,731,Marvelous dog here. Rad ears. Not very soft. Large tumor on nose. Has a pet rock. Good w kids. 6/10 overall neat pup https://t.co/g5YkRqP0dg,[],True
370,672898206762672129,Fri Dec 04 22:00:08 +0000 2015,795,363,This is Cheryl AKA Queen Pupper of the Skies. Experienced fighter pilot. Much skill. True hero. 11/10 https://t.co/i4XJEWwdsp,[],True
371,672902681409806336,Fri Dec 04 22:17:55 +0000 2015,1234,425,This is Jimison. He's stuck in a pot. Damn it Jimison. 9/10 https://t.co/KpLyca3o3E,[],True
372,672964561327235073,Sat Dec 05 02:23:49 +0000 2015,1262,557,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend https://t.co/1ui7a1ZLTT,[],True
373,672968025906282496,Sat Dec 05 02:37:35 +0000 2015,1186,471,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 https://t.co/7CbO2eMAgJ,[],True
374,672970152493887488,Sat Dec 05 02:46:02 +0000 2015,841,305,This is Chet. He's having a hard time. Really struggling. 7/10 hang in there pupper https://t.co/eb4ta0xtnd,[],True
375,672975131468300288,Sat Dec 05 03:05:49 +0000 2015,1498,783,This is Chuckles. He is one skeptical pupper. 10/10 stay woke Chuckles https://t.co/ZlcF0TIRW1,[],True
376,672980819271634944,Sat Dec 05 03:28:25 +0000 2015,1630,891,Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. 5/10 would still pet https://t.co/ufHWUFA9Pu,[],True
377,672984142909456390,Sat Dec 05 03:41:37 +0000 2015,1120,471,Very happy pup here. Always smiling. Loves his little leaf. Carries it everywhere with him. 9/10 https://t.co/81BCQAyvcs,[],True
378,672988786805112832,Sat Dec 05 04:00:04 +0000 2015,878,254,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. 10/10 inspirational pupper https://t.co/a3zYMcvbXG,[],True
379,672995267319328768,Sat Dec 05 04:25:50 +0000 2015,845,253,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 https://t.co/odpuqtz2Fq,[],True
380,672997845381865473,Sat Dec 05 04:36:04 +0000 2015,1755,631,Say hello to Kenzie. She is a fluff ball. 12/10 you'd need to taser me for me to let go of her https://t.co/dph1UHNJrg,[],True
381,673148804208660480,Sat Dec 05 14:35:56 +0000 2015,1493,550,This is Fletcher. He's had a ruff night. No more Fireball for Fletcher. 8/10 it'll be over soon pupper https://t.co/tA4WpkI2cw,[],True
382,673213039743795200,Sat Dec 05 18:51:11 +0000 2015,1978,724,This is Dexter. He just got some big news. 10/10 https://t.co/CbvCUE6PFI,[],True
383,673240798075449344,Sat Dec 05 20:41:29 +0000 2015,1279,617,Magical floating dog here. Very calm. Always hangs by the pond. Rather moist. Good listener. 6/10 personally I'd pet https://t.co/1euKoOvy49,[],True
384,673270968295534593,Sat Dec 05 22:41:22 +0000 2015,960,313,This is Mac. His dad's probably a lawyer. 11/10 https://t.co/mjC0QpXGum,[],True
385,673295268553605120,Sun Dec 06 00:17:55 +0000 2015,6738,2754,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https://t.co/U36HYQIijg,[],True
386,673317986296586240,Sun Dec 06 01:48:12 +0000 2015,782,216,Take a moment and appreciate how these two dogs fell asleep. Simply magnificent. 10/10 for both https://t.co/juX48bWpng,[],True
387,673320132811366400,Sun Dec 06 01:56:44 +0000 2015,11984,6898,This is Frankie. He's wearing blush. 11/10 really accents the cheek bones https://t.co/iJABMhVidf,[],True
388,673342308415348736,Sun Dec 06 03:24:51 +0000 2015,1140,492,This is Django. He's a skilled assassin pupper. 10/10 https://t.co/w0YTuiRd1a,[],True
389,673343217010679808,Sun Dec 06 03:28:27 +0000 2015,861,235,IT'S SO SMALL ERMERGERF 11/10 https://t.co/dNUbKOSiWW,[],True
390,673345638550134785,Sun Dec 06 03:38:05 +0000 2015,2235,1104,This is Gerald. He's a fluffy lil yellow pup. Always looks like his favorite team just lost on a hail mary. 7/10 https://t.co/GpSkpN8kXS,[],True
391,673350198937153538,Sun Dec 06 03:56:12 +0000 2015,687,185,This is Bella. She's a Genghis Flopped Canuck. Stuck in trash can. 9/10 not to happy about it https://t.co/RMv9EAv57u,[],True
392,673352124999274496,Sun Dec 06 04:03:51 +0000 2015,1496,475,*lets out a tiny screech and then goes into complete cardiac arrest* 12/10 https://t.co/az5PLGzVNJ,[],True
393,673355879178194945,Sun Dec 06 04:18:46 +0000 2015,1345,494,This is Koda. She's a boss. Helps shift gears. Can even drive herself. Still no seat belt (reckless af). 11/10 https://t.co/0zUxlrhZrQ,[],True
394,673359818736984064,Sun Dec 06 04:34:25 +0000 2015,1288,594,This is Steve. He was just relaxing in hot tub when he was intruded upon. 8/10 poor little pup https://t.co/EPq0MRAraJ,[],True
395,673363615379013632,Sun Dec 06 04:49:31 +0000 2015,932,267,This little pupper can't wait for Christmas. He's pretending to be a present. S'cute. 11/10 twenty more days 🎁🎄🐶 https://t.co/m8r9rbcgX4,[],True
396,673576835670777856,Sun Dec 06 18:56:46 +0000 2015,1236,488,Sun burnt dog here. Quite large. Wants to promote peace. Looks unemployed. Ears for days. 7/10 would pet profusely https://t.co/WlKiN3ll0w,[],True
397,673580926094458881,Sun Dec 06 19:13:01 +0000 2015,739,239,When you ask your professor about extra credit on the last day of class. 8/10 https://t.co/H6rqZyE4NP,[],True
398,673583129559498752,Sun Dec 06 19:21:47 +0000 2015,1069,314,This is Sandy. She loves her spot by the tree. Contemplating her true purpose in the universe. Wears socks. 11/10 https://t.co/JpoEvgbDug,[],True
399,673612854080196609,Sun Dec 06 21:19:54 +0000 2015,1426,632,This is Jeffri. He's a speckled ice pupper. Very lazy. Enjoys the occasional swim. Rather majestic really. 7/10 https://t.co/0iyItbtkr8,[],True
400,673636718965334016,Sun Dec 06 22:54:44 +0000 2015,995,308,This is a Lofted Aphrodisiac Terrier named Kip. Big fan of bed n breakfasts. Fits perfectly. 10/10 would pet firmly https://t.co/gKlLpNzIl3,[],True
401,673656262056419329,Mon Dec 07 00:12:23 +0000 2015,650,199,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog https://t.co/PN8hxgZ9We,[],True
402,673662677122719744,Mon Dec 07 00:37:52 +0000 2015,1131,328,This is Kendall. 12/10 would cuddle the hell out of https://t.co/fJulMurnfj,[],True
403,673680198160809984,Mon Dec 07 01:47:30 +0000 2015,1230,418,This is Shnuggles. I would kill for Shnuggles. 13/10 https://t.co/GwvpQiQ7oQ,[],True
404,673686845050527744,Mon Dec 07 02:13:55 +0000 2015,1277,377,This is George. He's upset that the 4th of July isn't everyday. 11/10 https://t.co/wImU0jdx3E,[],True
405,673688752737402881,Mon Dec 07 02:21:29 +0000 2015,1128,440,Meet Larry. He doesn't know how to shoe. 9/10 damn it Larry https://t.co/jMki5GOV3y,[],True
406,673689733134946305,Mon Dec 07 02:25:23 +0000 2015,1546,570,When you're having a blast and remember tomorrow's Monday. 11/10 https://t.co/YPsJasNVGe,[],True
407,673697980713705472,Mon Dec 07 02:58:09 +0000 2015,3517,1697,This is Pickles. She's a tiny pointy pupper. Average walker. Very skeptical of wet leaf. 8/10 https://t.co/lepRCaGcgw,[],True
408,673700254269775872,Mon Dec 07 03:07:12 +0000 2015,1282,501,Large blue dog here. Cool shades. Flipping us off w both hands. Obviously a preteen. 3/10 for rude blue preteen pup https://t.co/mcPd5AFfhA,[],True
409,673705679337693185,Mon Dec 07 03:28:45 +0000 2015,1125,359,This is Dot. He found out you only pretended to throw the ball that one time. You don't fuck with Dot. 8/10 https://t.co/Ymg4fwKlZd,[],True
